epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
103,1090.46,0.79078,0.4435,1.27889,0.98945,0.99625,0.993,0.74189,1.01854,0.52043,1.41367,0.000473668,0.000473668,0.000473668
104,1100.82,0.77747,0.4369,1.27435,0.99484,0.9999,0.995,0.75618,0.97913,0.47811,1.37981,0.000471311,0.000471311,0.000471311
105,1111.52,0.77056,0.43308,1.2526,0.99473,0.99795,0.995,0.75052,1.00123,0.48507,1.39562,0.000468955,0.000468955,0.000468955
106,1121.91,0.80399,0.44333,1.26934,0.98833,0.99714,0.995,0.74458,0.9909,0.50264,1.40064,0.000466599,0.000466599,0.000466599
107,1132.03,0.76642,0.43719,1.25336,0.99587,1,0.995,0.75624,0.97433,0.47567,1.39005,0.000464243,0.000464243,0.000464243
108,1142.29,0.78088,0.42989,1.266,0.99614,0.99614,0.995,0.75331,0.97408,0.46146,1.37704,0.000461887,0.000461887,0.000461887
109,1153.01,0.75223,0.44103,1.23993,0.99518,1,0.995,0.74001,1.00062,0.47619,1.39802,0.00045953,0.00045953,0.00045953
110,1163.54,0.7916,0.44255,1.265,0.99446,0.99878,0.99487,0.75824,0.96762,0.46821,1.37315,0.000457174,0.000457174,0.000457174
111,1174.32,0.76552,0.4389,1.24524,0.99393,0.99469,0.995,0.69479,1.12717,0.49568,1.50239,0.000454818,0.000454818,0.000454818
112,1184.79,0.74731,0.43438,1.2364,0.99252,0.99416,0.99448,0.75084,0.97396,0.48001,1.39123,0.000452462,0.000452462,0.000452462
113,1195.08,0.75298,0.43233,1.25692,0.99657,0.99873,0.995,0.73561,1.01183,0.47669,1.42305,0.000450106,0.000450106,0.000450106
114,1205.33,0.76835,0.43527,1.24379,0.99614,0.99948,0.995,0.73529,1.01169,0.47225,1.4044,0.000447749,0.000447749,0.000447749
115,1215.82,0.76655,0.4335,1.25429,0.99195,1,0.995,0.74149,0.9796,0.48503,1.38639,0.000445393,0.000445393,0.000445393
116,1226.22,0.75708,0.4231,1.24853,0.99096,0.99102,0.9942,0.75021,0.98291,0.47746,1.39771,0.000443037,0.000443037,0.000443037
117,1236.56,0.74646,0.42141,1.24858,0.99601,0.99523,0.995,0.75174,0.97294,0.46548,1.37731,0.000440681,0.000440681,0.000440681
118,1246.89,0.74527,0.41869,1.23448,0.99626,0.9991,0.995,0.69153,1.19597,0.50028,1.54765,0.000438325,0.000438325,0.000438325
119,1257.23,0.75997,0.42041,1.23348,0.99721,0.99982,0.995,0.72836,1.06601,0.47503,1.43905,0.000435968,0.000435968,0.000435968
120,1267.75,0.74063,0.41289,1.21578,0.99383,1,0.995,0.74388,0.98613,0.4639,1.39928,0.000433612,0.000433612,0.000433612
121,1278.28,0.77014,0.41756,1.25675,0.99584,0.99975,0.995,0.74666,0.99558,0.47127,1.39722,0.000431256,0.000431256,0.000431256
122,1288.63,0.72772,0.41755,1.21637,0.99695,0.99783,0.995,0.72005,1.05679,0.48401,1.45282,0.0004289,0.0004289,0.0004289
